leaf1	leaf2	leaf3
AT2G47250	20.6759	23.6202	20.7649
AT2G47260	1.31818	1.90963	1.73415
AT2G47270	3.58936	4.39603	4.21047
AT2G47275	19.0152	0	0
AT2G47280	0	0	0.0157272
AT2G47300	0.905122	1.02036	0.859409
AT2G47310	2.94028	3.05442	3.22343
AT2G47320	65.6083	61.6947	61.5779
AT2G47330	11.3399	12.667	11.6031
AT2G47340	0.0209769	0.0382183	0.0413945
AT2G47350	3.58806	4.52792	4.68966
AT2G47360	0.265421	0.225669	0.192048
AT2G47370	5.4865	5.3637	6.35227
AT2G47380	147.777	138.345	151.47
AT2G47390	39.6475	43.3726	40.6868
AT2G47400	1922.93	1671.59	1853.12
AT2G47410	6.76872	7.47019	6.86056
AT2G47420	25.0071	26.2781	27.8138
AT2G47430	0	0	0
AT2G47440	31.0577	32.6958	30.2568
AT2G47450	304.613	297.472	310.798
AT2G47460	0.13502	0.178906	0.0968875
AT2G47470	65.4302	74.3062	64.1038
AT2G47480	1.09727	0.594339	1.05338
AT2G47485	8.44907	8.08163	8.40059
AT2G47490	13.846	14.8641	15.1782
AT2G47500	5.67247	7.32616	6.71992
AT2G47510	40.4281	46.9005	37.9924
AT2G47520	0.0643085	0.0585826	0.095177
AT2G47530	0	0	0
AT2G47540	0	0	0
AT2G47550	0.205853	0.114145	0.0706466
AT2G47560	1.84467	1.73239	1.18211
AT2G47570	0	0	0.110026
AT2G47580	27.0559	30.2944	29.9003
AT2G47585	0	0	0
AT2G47590	85.7303	100.529	89.1644
AT2G47600	18.5777	19.048	17.7393
AT2G47610	211.247	255.342	213.276
AT2G47620	5.95366	6.45324	6.16273
AT2G47630	18.0449	18.4658	18.4715
AT2G47640	34.8641	36.5398	35.8312
AT2G47650	39.758	38.1227	32.6663
AT2G47660	0	0	0
AT2G47670	0.956069	1.03138	1.29087
AT2G47680	1.95569	2.16886	1.73561
AT2G47690	61.5065	62.6601	64.6783
AT2G47700	42.7969	38.782	38.5095
AT2G47710	107.311	111.367	105.856
AT2G47720	0.452588	3.07524e-08	4.1735e-11
AT2G47730	157.717	136.15	113.026
AT2G47740	0	0	0
AT2G47750	2.87955	2.98054	3.59985
AT2G47760	12.9542	12.6029	12.3798
AT2G47770	0.438917	0.633075	1.06462
AT2G47780	2.61105	1.73895	2.64119
AT2G47790	12.0719	12.5998	12.3671
AT2G47800	2.31421	2.93582	1.53307
AT2G47810	0.0231387	0	0
AT2G47820	0.911106	1.14739	1.00596
AT2G47830	5.05419	5.83363	5.28933
AT2G47840	50.8561	49.7716	45.9263
AT2G47844	0	4.47585	2.42391
AT2G47850	11.6787	11.7313	11.0917
AT2G47860	2.04257	1.96991	1.80287
AT2G47870	2.02312	1.44806	2.99424
AT2G47880	22.6402	28.1241	26.6137
AT2G47890	22.5125	21.5684	19.0945
AT2G47895	2.718	2.00757	3.11666
AT2G47900	21.9071	23.7469	21.2549
AT2G47910	35.9196	35.3427	32.3742
AT2G47920	2.74586	2.67454	2.45917
AT2G47930	95.4715	80.657	81.157
AT2G47940	110.584	122.354	116.949
AT2G47950	0	0.106761	0.115634
AT2G47960	28.0759	25.8541	25.0125
AT2G47970	29.5021	27.0144	24.2966
AT2G47980	13.6723	16.2328	14.2357
AT2G47990	7.10585	8.06976	7.10512
AT2G48000	7.24775	8.03048	8.37648
AT2G48010	6.01616	5.33455	4.94006
AT2G48020	35.9491	35.6698	34.9065
AT2G48030	8.94481	8.61527	8.01459
AT2G48060	6.65686	7.57572	6.80257
AT2G48070	110.173	102.991	98.7993
AT2G48075	2.37507	2.25014	2.71836
AT2G48080	0.11656	0.1168	0.103506
AT2G48090	0.821901	1.12308	0.946103
AT2G48100	15.0658	15.7458	15.2618
AT2G48110	5.86058	6.15629	5.60922
AT2G48120	11.6265	15.1632	13.9175
AT2G48121	30.7578	35.1769	35.8641
AT2G48130	0.549366	0.875791	0.514942
AT2G48140	0.424869	0.817083	0.469381
AT2G48150	0.232727	0.212005	0.143515
AT2G48160	13.9153	17.3578	15.5694
AT3G01010	0	0	0
AT3G01015	0.108712	0.144047	0.0682582
AT3G01020	0	0	0
AT3G01030	0.0168361	0.0153371	0
AT3G01040	6.51762	7.86758	7.78009
AT3G01050	24.2335	26.8145	30.3464
AT3G01060	37.9038	45.2165	41.5192
AT3G01070	0.479489	0.414957	0.615027
AT3G01080	0.675151	0.471093	0.581112
AT3G01085	0	0	0
AT3G01090	29.8039	29.9909	27.1367
AT3G01100	9.75317	10.4972	9.40755
AT3G01120	125.572	130.561	122.827
AT3G01130	63.3345	63.9115	62.7918
AT3G01140	1.61393	1.99159	1.94252
AT3G01142	5.68419	6.68075	6.56517
AT3G01150	14.5775	13.6535	12.6273
AT3G01160	4.83259	5.46913	4.84131
AT3G01170	12.8354	12.6899	12.2521
AT3G01175	0.468685	0.426955	0.134256
AT3G01180	17.078	19.4932	19.2922
AT3G01185	0	0	0
AT3G01190	0.0768114	0.167934	0.0151575
AT3G01200	5.67431	5.92338	5.63472
AT3G01202	8.80338	9.85374	10.1651
AT3G01210	15.3078	14.097	14.8109
AT3G01220	1.08533	1.27707	1.02625
AT3G01230	0	0	0
AT3G01240	0	0	0
AT3G01250	0	0	0
AT3G01260	0.0401835	0.0244038	0.0396479
AT3G01270	0	0	0.00939831
AT3G01280	109.089	121.815	112.401
AT3G01290	74.3113	52.0776	38.814
AT3G01300	10.4759	10.8113	10.8318
AT3G01310	44.779	45.5223	42.2749
AT3G01311	0	0	0
AT3G01313	0	0	0
AT3G01316	0	0	0
AT3G01319	12.1149	22.0724	32.8718
AT3G01320	5.70425	6.5454	5.21426
AT3G01322	0	0	0
AT3G01323	0	0	0
AT3G01324	0.14836	0	0
AT3G01325	0	0	0.0917767
AT3G01326	0	0	0
AT3G01327	0	0	0
AT3G01328	0	0	0
AT3G01329	1.06675	0.277649	0.451086
AT3G01330	1.5782	1.99258	2.10354
AT3G01331	0	0	0
AT3G01340	62.3992	62.6217	58.7561
AT3G01345	0.0544165	0.128886	0.0644294
AT3G01350	0.813394	1.03173	0.883823
AT3G01360	8.74158	9.44867	9.44834
AT3G01370	25.3279	30.3524	27.1731
AT3G01380	6.15025	6.75126	6.29644
AT3G01390	184.64	192.029	211.665
AT3G01400	12.5389	11.6232	11.0548
AT3G01410	3.59287	4.52107	3.85323
AT3G01420	0.209057	0.0816184	0.16207
AT3G01430	7.86581	7.54027	6.32817
AT3G01435	10.2236	10.6075	10.613
AT3G01440	20.8578	27.4891	25.198
AT3G01450	4.6927	4.39669	4.99001
AT3G01460	4.48875	4.98905	4.1897
AT3G01470	76.6826	76.2055	63.434
AT3G01480	185.591	206.16	217.317
AT3G01490	33.3943	33.9052	36.516
AT3G01500	1498.45	1569	1568.04
AT3G01510	12.3472	14.3336	15.1071
AT3G01513	0.149725	0.318252	0.123107
AT3G01516	0.845342	0.847083	0.88968
AT3G01520	107.437	86.4082	101.149
AT3G01530	0	0.0214328	0.023214
AT3G01540	101.729	101.862	95.5715
AT3G01550	17.2243	22.1733	22.9459
AT3G01560	15.0484	15.9637	13.5847
AT3G01570	0.631073	0.689861	0.448316
AT3G01572	10.4348	9.5057	0
AT3G01580	0.490599	0.541006	0.59446
AT3G01590	13.0073	12.8795	12.8727
AT3G01600	0.152976	0.266043	0.178381
AT3G01610	5.97066	6.76058	6.12767
AT3G01620	0.0594605	0.086666	0.0469344
AT3G01630	0.10998	0.217074	0.162772
AT3G01640	15.7428	15.3825	13.8603
AT3G01650	10.7639	11.6236	9.47331
AT3G01660	9.57782	11.3089	11.2753
AT3G01670	11.6555	11.7479	10.0552
AT3G01680	14.7318	13.8911	14.9616
AT3G01690	142.269	129.414	134.877
AT3G01700	0.0842233	0.0767243	0.0554005
AT3G01705	0	0	0
AT3G01710	1.94227	2.78434	2.67091
AT3G01720	8.22006	9.02139	8.13884
AT3G01730	0	0	0
AT3G01740	46.9636	49.8518	49.4646
AT3G01750	5.44367	5.15712	4.72732
AT3G01760	0	0.0120018	0
AT3G01770	22.4145	23.7706	23.7679
AT3G01780	15.5426	16.7411	14.7686
AT3G01790	23.3637	24.9786	23.6592
AT3G01800	4.1922	4.25401	3.87454
AT3G01810	14.5847	15.0099	13.7788
AT3G01820	21.2042	20.5531	18.1596
AT3G01830	3.47918	2.81604	2.19216
AT3G01840	0.241541	0.141451	0.212787
AT3G01850	39.0245	33.3876	34.7776
AT3G01860	17.8042	17.1765	16.6742
AT3G01870	0.0161917	0.022125	0.0319517
AT3G01880	0	0	0
AT3G01890	4.87267	5.06471	5.111
AT3G01900	0	0.0217003	0.0117519
AT3G01910	85.6865	79.315	74.4549
AT3G01920	21.9201	21.046	21.1151
AT3G01930	9.6574	9.60538	8.81204
AT3G01940	11.7834	8.43408	14.9482
AT3G01950	7.97468	7.80562	8.37063
AT3G01960	7.49287	11.1755	9.27749
AT3G01961	0	0	0
AT3G01970	4.15899	3.88735	2.15864
AT3G01980	26.2156	25.4427	25.7481
AT3G01990	0.878416	1.12621	1.20911
AT3G02000	0.396689	0.61949	0.279573
AT3G02010	0.444125	0.674302	0.617471
AT3G02020	31.3138	37.5604	32.7701
AT3G02030	0.891493	1.14383	0.885805
AT3G02040	21.709	19.8395	16.8747
AT3G02050	17.9715	18.1627	17.0285
AT3G02060	10.5438	12.9762	12.1376
AT3G02065	8.50324	9.17991	9.5483
AT3G02070	9.93469	8.67739	9.35011
AT3G02080	277.468	301.831	279.807
AT3G02090	112.209	121.851	108.499
AT3G02100	0	0	0
AT3G02110	44.7033	47.0782	44.4742
AT3G02120	19.3586	23.0675	18.4669
AT3G02125	0.0701095	0.0127734	0.02767
AT3G02130	12.3385	13.556	12.5386
AT3G02140	3.28615	3.48791	3.46545
AT3G02150	8.9285	10.8391	11.052
AT3G02160	1.36204	1.52064	1.78847
AT3G02170	32.9665	35.7325	32.7172
AT3G02180	131.339	121.507	130.444
AT3G02190	44.5785	44.4633	38.496
AT3G02200	46.9528	53.5734	52.3989
AT3G02210	2.24638	3.04597	2.75778
AT3G02220	29.0881	35.188	31.3805
AT3G02230	55.7511	58.7577	44.5333
AT3G02240	0.11359	0	0.0560381
AT3G02242	0	0	0
AT3G02250	17.7951	21.0808	19.6679
AT3G02260	12.9537	14.0293	11.7156
AT3G02270	0	0	0
AT3G02280	5.11255	5.48826	5.08978
AT3G02290	9.0732	8.88133	8.87567
AT3G02300	17.9879	19.8744	21.3033
AT3G02310	0.0759681	0.126874	0.0374778
AT3G02315	0	0	0
AT3G02320	4.88849	5.75922	5.39533
AT3G02330	0.256201	0.377869	0.355104
AT3G02335	0	0	0
AT3G02340	13.1484	12.667	13.5974
AT3G02350	28.8626	32.885	31.0798
AT3G02360	51.9843	54.753	48.6886
AT3G02370	2.21259	3.25307	3.49047
AT3G02380	24.8376	30.4616	34.0422
AT3G02390	1.70766	2.79246	2.44165
AT3G02400	2.86849	2.72983	2.87889
AT3G02410	3.8857	2.70544	3.57903
AT3G02420	18.3973	18.7513	16.5463
AT3G02430	0	0	0
AT3G02440	0	0	0
AT3G02450	19.7913	26.7352	23.4478
AT3G02460	10.4104	10.9021	9.66258
AT3G02468	27.5628	31.2516	31.699
AT3G02470	549.98	561.425	514.614
AT3G02480	1.46426	4.23363	11.7464
AT3G02490	2.20112	2.811	2.60476
AT3G02493	0.815889	0.405406	1.3173
AT3G02500	1.54251	1.65107	1.67414
AT3G02510	10.1339	10.7365	10.661
AT3G02515	3.67688	3.2673	2.93791
AT3G02520	50.2465	56.6217	53.0235
AT3G02530	27.1465	32.0565	28.2518
AT3G02540	75.5171	74.6479	72.8977
AT3G02550	9.07328	8.51445	6.61471
AT3G02555	7.75606	8.65796	7.5932
AT3G02560	136.808	154.217	142.874
AT3G02570	53.1545	58.9067	63.8934
AT3G02580	32.715	30.1492	32.9211
AT3G02590	0.0242025	0.0220476	0.0477598
AT3G02600	33.4141	34.0644	30.2231
AT3G02610	0.43274	0.360421	0.402574
AT3G02620	0.380724	0.334439	0.254905
AT3G02630	43.8023	45.0494	44.1562
AT3G02640	24.5689	29.4503	24.804
AT3G02645	0.0110567	0.0302167	0.0218186
AT3G02650	5.6349	6.16434	6.36686
AT3G02660	10.4956	13.6094	13.558
AT3G02670	0.406927	0.283473	0.425121
AT3G02680	1.41929	1.93515	2.07768
AT3G02690	42.2632	42.6097	45.1377
AT3G02700	46.547	44.285	44.2851
AT3G02710	10.3584	11.1276	10.7318
AT3G02715	0	0	0
AT3G02720	41.5458	38.3423	42.7257
AT3G02730	473.175	435.142	514.963
AT3G02740	20.3242	20.1917	20.1354
AT3G02750	29.7916	32.8208	33.2497
AT3G02760	14.1712	16.6157	14.298
AT3G02770	34.8333	32.5384	32.9495
AT3G02780	55.9125	58.3355	59.558
AT3G02790	48.9797	47.6815	55.2482
AT3G02800	1.94949	1.47993	1.74318
AT3G02810	0.00788265	0.0215424	0.0155552
AT3G02820	4.583	5.13204	5.14747
AT3G02830	33.7236	37.2078	39.4281
AT3G02832	1.41476	1.36461	1.06746
AT3G02840	2.98542	3.09696	2.57918
AT3G02850	0.147181	0.227347	0.214672
AT3G02860	7.7004	8.99323	9.53986
AT3G02870	44.2213	50.0987	53.0264
AT3G02875	5.68685	5.18051	5.70687
AT3G02880	22.6499	22.6453	20.3585
AT3G02885	1.02771	0.936204	1.22381
AT3G02890	3.12197	3.70645	3.25351
AT3G02900	41.0063	39.7971	44.0778
AT3G02910	18.209	17.3304	18.9383
AT3G02920	5.56976	6.01506	5.41459
AT3G02930	2.48428	2.44725	2.00819
AT3G02940	0.0149413	0.027222	0.0147422
AT3G02950	10.3561	10.6508	11.3896
AT3G02960	0	0	0
AT3G02970	0	0	0
AT3G02980	1.45589	2.05441	1.99981
AT3G02990	1.59609	1.69771	1.51109
AT3G03000	17.2407	14.262	14.4048
AT3G03010	8.16107	9.75417	8.93005
AT3G03020	18.4008	18.3323	18.174
AT3G03030	1.7485	2.12092	1.81745
AT3G03040	8.63164	9.7611	9.46615
AT3G03050	9.95834	10.5436	9.04921
AT3G03060	1.81662	2.47547	2.21459
AT3G03070	121.639	119.817	120.018
AT3G03080	0	0	0
AT3G03090	12.6528	12.0168	10.8561
AT3G03100	117.204	113.579	109.852
AT3G03110	3.95026	4.98685	4.35886
AT3G03120	7.04046	7.54031	8.0731
AT3G03130	2.49664	3.25785	3.00549
AT3G03140	2.79233	3.38384	3.3668
AT3G03150	301.605	258.274	274.123
AT3G03160	56.2086	49.3904	54.5694
AT3G03170	3.58882	3.55564	2.61051
AT3G03180	14.0376	13.4172	14.2452
AT3G03190	10.7864	12.0699	13.0986
AT3G03200	0.359721	0.531088	0.550748
AT3G03210	4.32498	5.31939	5.33134
AT3G03220	11.5515	13.1322	10.8667
AT3G03230	0.0519404	0.0315438	0.0341654
AT3G03240	0.132911	0.053812	0.0874263
AT3G03250	67.8696	68.7125	64.2011
AT3G03260	0.071482	0.0455822	0.0493705
AT3G03270	12.8543	15.0121	13.6387
AT3G03272	0.106799	0.0729673	0.131719
AT3G03280	0.10605	0.0772861	0.0627819
AT3G03290	0.024792	0	0
AT3G03300	3.37824	4.07769	3.34997
AT3G03305	7.82933	8.77545	8.6075
AT3G03310	7.22772	8.02783	7.83924
AT3G03320	5.89109	6.63119	6.67304
AT3G03330	22.6147	21.9032	22.3831
AT3G03340	11.9044	13.5411	12.9435
AT3G03341	0.739185	0.583587	0.972443
AT3G03350	1.36407	1.59916	1.70947
AT3G03360	2.95757	3.62581	3.9766
AT3G03370	0.758909	0.901091	0.968245
AT3G03380	27.3907	29.5922	27.958
AT3G03400	0	0	0
AT3G03405	0	0	0
AT3G03410	0	0	0
AT3G03420	7.56243	8.44951	8.12689
AT3G03430	0.248252	0.226148	0.244943
AT3G03440	3.07877	3.35114	3.21642
AT3G03450	0.968142	1.46492	1.44905
AT3G03456	0	0	0
AT3G03460	1.26643	1.15367	1.60862
AT3G03470	31.8211	37.8207	24.8451
AT3G03480	0.590465	0.828354	0.710766
AT3G03490	11.2442	12.7692	12.4811
AT3G03500	0.0500719	0	0.0247022
AT3G03510	0	0	0
AT3G03520	7.33808	7.61438	6.48268
AT3G03530	0.109848	0.150102	0.189673
AT3G03540	0	0	0
AT3G03550	8.42577	9.0076	7.92322
AT3G03560	7.39592	8.99771	7.92822
AT3G03570	7.78582	7.86824	7.36878
AT3G03580	0.759934	0.940645	0.858556
AT3G03590	8.73852	7.632	8.97781
AT3G03600	18.7557	20.3187	19.5456
AT3G03610	7.86946	7.98311	7.40309
AT3G03620	0	0.0181943	0.0197064
AT3G03626	0	0	0
AT3G03630	8.84008	12.7481	11.8305
AT3G03640	9.74918	9.33334	9.75637
AT3G03650	0	0.024546	0.017724
AT3G03660	0.0505694	0.0230319	0.0498936
AT3G03670	0.0317138	0	0
AT3G03680	3.9168	4.61828	3.99099
AT3G03690	4.626	5.52746	5.03439
AT3G03700	0.892691	0.983414	1.14708
AT3G03702	0.946661	0.907172	1.43139
AT3G03710	23.7148	29.2257	25.2987
AT3G03720	15.0834	15.7829	15.3704
AT3G03726	0.0462075	0	0
AT3G03730	0	0	0
AT3G03740	11.7911	13.9293	12.8877
AT3G03750	6.4911	5.67136	6.70253
AT3G03760	0	0	0
AT3G03770	8.00218	11.5991	9.94177
AT3G03773	7.64658	6.86624	7.3291
AT3G03776	0.329023	0.428182	0.463768
AT3G03780	76.1823	75.7003	77.4132
AT3G03790	10.9987	12.4133	11.7348
AT3G03800	0	0.0168414	0.0364822
AT3G03810	5.57769	6.32125	6.05879
AT3G03820	66.6015	66.9148	89.4679
AT3G03826	0	0	0
AT3G03828	0	0.0627005	0
AT3G03830	5.5224	5.12473	7.07834
AT3G03840	7.45947	7.46678	8.72733
AT3G03845	0	0	0
AT3G03847	0	0	0
AT3G03850	8.07134	9.331	11.3207
AT3G03852	0	0	0
AT3G03855	1.47054	1.56093	1.43411
AT3G03860	29.1604	29.6014	29.1088
AT3G03870	87.9836	90.4101	70.4029
AT3G03880	12.7448	13.946	14.5764
AT3G03890	26.5112	26.9096	28.4824
AT3G03900	7.12547	7.48966	6.66996
AT3G03910	0.312603	0.328581	0.533833
AT3G03920	59.4604	65.402	56.943
AT3G03930	0.0224911	0.0204885	0.0221913
AT3G03940	27.8087	33.0551	29.8173
AT3G03950	13.4464	15.5153	15.3205
AT3G03960	37.1924	45.2452	39.6353
AT3G03970	2.03255	1.94483	2.03174
AT3G03980	14.0871	15.4569	15.1647
AT3G03990	52.2474	51.5742	51.632
AT3G04000	5.40871	5.33773	6.20827
AT3G04010	2.09399	1.9258	1.5718
AT3G04020	3.40749	3.67893	3.41544
AT3G04030	1.88982	2.05718	1.94789
AT3G04040	2.88417	2.50226	2.65601
AT3G04050	0.299852	0.220624	0.193444
AT3G04060	2.41348	3.53734	1.99229
AT3G04070	3.33163	4.91189	2.16265
AT3G04080	13.6788	14.626	14.0787
AT3G04090	72.5474	66.7125	61.5528
AT3G04100	0	0.0335281	0
AT3G04110	4.88336	5.21873	4.17708
AT3G04120	376.835	390.518	341.376
AT3G04130	1.44988	1.76515	1.87615
AT3G04140	7.04081	7.79744	8.1254
AT3G04150	0	0	0
AT3G04160	1.47903	1.85259	2.08204
AT3G04170	0	0	0
AT3G04180	0	0	0
AT3G04181	0.839116	0.840844	0.910725
AT3G04184	26.365	31.0815	21.423
AT3G04190	0	0	0
AT3G04200	0.193313	0.176101	0.166895
AT3G04210	54.01	53.942	50.3919
AT3G04220	0.255005	0.18584	0.169834
AT3G04230	16.93	16.7506	17.3581
AT3G04240	23.3171	27.0482	23.4735
AT3G04250	0	0	0
AT3G04260	24.6069	32.0025	26.027
AT3G04270	0	0	0
AT3G04280	0	0	0
AT3G04290	69.8117	90.6687	58.5871
AT3G04300	0.74284	0.460156	0.381129
AT3G04310	5.61582	5.53248	5.84184
AT3G04320	0	0	0
AT3G04330	0	0	0
AT3G04340	19.7578	23.859	22.3473
AT3G04350	14.3213	14.2421	13.8508
AT3G04360	0.208604	0.190031	0.219545
AT3G04370	0.0662487	0.21054	0
AT3G04380	1.30597	1.68049	1.5612
AT3G04390	0	0	0
AT3G04400	685.111	721.267	677.957
AT3G04410	0	0.337697	0
AT3G04420	0.295276	0.40988	0.332958
AT3G04430	0	0	0
AT3G04440	0.750947	0.872456	0.998656
AT3G04445	2.27999	2.58903	1.99016
AT3G04450	3.10662	3.73419	3.92407
AT3G04460	6.38398	7.28554	7.44324
AT3G04470	21.6696	24.325	23.1384
AT3G04480	11.5779	12.6015	11.1454
AT3G04485	3.92631	4.84521	5.33798
AT3G04490	9.93871	10.5254	9.36011
AT3G04500	17.5644	20.6167	20.8606
AT3G04510	0.890966	0.924018	0.689748
AT3G04520	11.6558	12.8673	12.0857
AT3G04525	0	0	0
AT3G04530	0.0184652	0.0672843	0.0364381
AT3G04540	0.165707	0	0
AT3G04545	0	0	0
AT3G04550	85.0925	104.186	92.0911
AT3G04560	9.05756	9.38728	9.42668
AT3G04570	0.0807923	0.110398	0.0132859
AT3G04580	5.50558	5.81671	5.45076
AT3G04590	19.3067	20.0525	18.801
AT3G04600	20.7166	23.8926	22.659
AT3G04605	7.91177	9.5597	9.04385
AT3G04610	19.1995	20.3185	18.0473
AT3G04620	1.80492	1.59363	1.47949
AT3G04630	19.3384	23.7651	21.3631
AT3G04640	86.0196	66.5432	65.8165
AT3G04650	14.2635	19.6192	15.3064
AT3G04660	0.029593	0.0269581	0
AT3G04670	9.18797	11.7607	10.9745
AT3G04680	8.28862	9.43924	7.74937
AT3G04690	1.48725	1.60613	1.8047
AT3G04700	0.441856	0.611822	0.662669
AT3G04710	4.41553	6.1431	5.45001
AT3G04715	0.0654485	0.0198737	0.0215254
AT3G04717	0	0.283086	0
AT3G04720	120.812	140.317	47.3642
AT3G04721	0	0	0
AT3G04730	200.521	210.787	202.664
AT3G04732	0	0	0
AT3G04735	0	0.125087	0.406447
AT3G04740	9.14853	9.95819	9.00098
AT3G04750	3.32529	3.96068	3.93377
AT3G04760	19.3281	24.2264	22.4358
AT3G04765	0	0	0
AT3G04770	4.54273	5.28712	5.24487
AT3G04780	39.2636	40.1806	41.2056
AT3G04790	88.5133	99.8903	97.6401
AT3G04800	0.298678	0.46643	0.420996
AT3G04810	8.94781	10.6566	9.36555
AT3G04820	3.58473	4.20865	3.46746
AT3G04830	33.4219	38.1216	37.2055
AT3G04840	285.285	365.06	313.777
AT3G04850	1.1718	1.2848	1.18388
AT3G04854	12.5509	11.4334	12.3836
AT3G04855	0	0	0
AT3G04860	6.78923	6.2527	7.10361
AT3G04870	35.5019	43.1811	37.7732
AT3G04880	41.4994	35.7861	37.1123
AT3G04890	37.7277	31.9584	37.2884
AT3G04900	0.0730817	0	0.108162
AT3G04903	0	0	0
AT3G04910	72.2154	77.5626	84.8263
AT3G04920	177.307	214.021	222.937
AT3G04930	29.8944	31.7	28.7711
AT3G04940	36.0549	40.1115	39.1331
AT3G04943	0	0	0
AT3G04945	0	0	0
AT3G04950	2.64425	3.11839	3.21575
AT3G04960	0.943098	0.962004	1.36854
AT3G04970	5.84013	5.78914	5.14332
AT3G04980	1.0677	1.03607	1.15881
AT3G04990	0	0	0
AT3G04997	0	0	0
AT3G05000	47.6496	41.1281	42.8537
AT3G05010	15.8888	14.3954	14.6404
AT3G05020	47.3696	46.0324	44.6486
AT3G05030	12.4365	12.3445	13.7836
AT3G05040	4.39932	5.25976	4.68177
AT3G05050	7.38242	9.23289	8.10773
AT3G05060	18.1079	23.7313	20.5261
AT3G05070	23.2289	24.2705	24.0843
AT3G05080	10.9104	11.034	13.3194
AT3G05090	13.9311	16.7088	15.0486
AT3G05100	24.3268	25.2054	25.5884
AT3G05110	0.100684	0.152865	0.0496709
AT3G05120	14.6507	16.7442	16.1579
AT3G05130	4.02429	4.04324	4.06837
AT3G05140	1.49857	1.44098	2.01254
AT3G05150	2.28345	1.66216	1.98981
AT3G05152	0.094473	0.286871	0.341784
AT3G05155	0.02833	0.0129038	0
AT3G05160	26.8754	26.0642	29.1749
AT3G05165	31.0881	32.4138	34.2776
AT3G05170	2.82099	2.87666	3.19882
AT3G05180	11.4589	15.0794	12.7423
AT3G05190	0.94543	1.24881	1.04166
AT3G05193	0	0	0
AT3G05200	31.0438	25.1004	22.2266
AT3G05210	9.39023	9.8743	9.12557
AT3G05220	91.4632	102.943	97.8211
AT3G05230	18.7961	20.3553	19.9944
AT3G05240	0.153819	0.383005	0.273185
AT3G05250	10.6571	10.2289	9.89057
AT3G05260	0.0822754	0.11992	0.0162357
AT3G05270	7.36193	7.56031	8.05335
AT3G05280	24.47	25.8298	26.5955
AT3G05290	14.5394	13.9615	14.5951
AT3G05300	0	0	0
AT3G05310	0.00878531	0.0160062	0
AT3G05320	3.32054	3.50842	4.03141
AT3G05327	0.408864	0.465574	0.504268
AT3G05330	2.34163	3.26762	2.97673
AT3G05340	0.913032	1.12863	1.20853
AT3G05345	14.8098	16.7671	18.593
AT3G05350	26.391	30.4961	28.7449
AT3G05360	0.833416	0.871906	0.616731
AT3G05370	2.40918	2.79069	3.17949
AT3G05380	4.16173	4.55513	3.69492
AT3G05390	0.0310559	0.0565816	0
AT3G05400	0.630284	0.750119	0.631914
AT3G05410	21.0951	21.5019	20.8112
AT3G05415	0.17339	0.172311	0.230179
AT3G05420	26.6115	27.9655	25.2787
AT3G05425	0	0	0
AT3G05430	0.987817	1.02702	1.09648
AT3G05440	0	0	0
AT3G05450	0	0.0124867	0
AT3G05460	0	0	0
AT3G05470	2.14731	2.12103	1.86617
AT3G05480	1.24165	1.42841	1.18328
AT3G05490	56.0316	48.2768	50.7458
AT3G05500	30.6129	30.7479	26.0973
AT3G05510	4.28342	4.68463	3.88311
AT3G05520	21.8727	22.3824	24.2134
AT3G05525	0	0	0
AT3G05530	82.5848	86.8295	80.1277
AT3G05540	0	0	0
AT3G05545	28.2167	29.2065	29.7282
AT3G05550	3.07069	2.95269	2.35648
AT3G05560	189.469	235.611	211.454
AT3G05570	16.6327	15.2467	17.0798
AT3G05580	7.02365	7.61175	7.37538
AT3G05590	374.108	446.727	364.099
AT3G05600	10.0722	11.594	9.92409
AT3G05602	0	0	0
AT3G05610	0.0138679	0.00631655	0.013683
AT3G05620	0.547246	0.694019	0.497603
AT3G05625	12.3363	14.989	13.422
AT3G05630	0.685581	0.814433	0.635308
AT3G05640	19.139	18.6485	22.6189
AT3G05650	1.00083	1.04122	0.976265
AT3G05660	0.985916	1.04046	0.845198
AT3G05670	7.69505	8.43892	7.79642
AT3G05675	2.76056	3.22771	3.27532
AT3G05680	10.7385	11.5209	10.1815
AT3G05685	2.46974	2.37484	2.3917
AT3G05690	4.7816	11.5048	5.07802
AT3G05700	7.259	8.03533	8.24657
AT3G05710	12.9874	14.0937	13.7735
AT3G05720	0.0332423	0.0504708	0.0218662
AT3G05725	0	0	0
AT3G05727	132.887	132.207	138.952
AT3G05730	220.776	241.564	219.406
AT3G05740	1.43531	1.54047	1.65221
AT3G05741	0	0.0234213	0
AT3G05746	0	3.07855	0
AT3G05750	3.38112	3.99236	3.86305
AT3G05755	0	0	0
AT3G05760	28.2493	29.6868	30.8199
AT3G05770	0	0	0
AT3G05780	0	0.0108409	0
AT3G05790	0.0641036	0.153953	0.0977487
AT3G05800	35.2871	29.4412	31.2329
AT3G05810	18.1931	18.707	19.9135
AT3G05820	0.144727	0.285656	0.222131
AT3G05830	5.66057	6.45247	5.56635
AT3G05835	0	0	0
AT3G05840	49.3388	58.1664	57.9917
AT3G05850	6.61007	7.45775	7.01287
AT3G05858	0.142768	0.173408	0.140865
AT3G05860	0	0	0
AT3G05870	7.25146	7.50127	6.55678
AT3G05880	818.295	804.705	913.483
AT3G05890	87.8663	66.8646	84.4918
AT3G05900	69.3275	59.6094	59.4248
AT3G05905	0.225316	0.193181	0.23539
